Price,buyer,seller,est. buyer,est. seller
141.457286432,1.332422010502654e-07,0.9991716317946611,3.4492891806142925e-05,0.5904061132983197
141.959798995,1.0182213172615917e-07,0.9993032159011768,3.1470105364691705e-05,0.5906114777206738
142.462311558,7.762105325159752e-08,0.9994152807839397,2.871220229462144e-05,0.5907995914640525
142.964824121,5.902735167317985e-08,0.9995104812777942,2.6195974295420643e-05,0.5909718939117796
143.467336683,4.477782145073661e-08,0.9995911513445592,2.3900245984745212e-05,0.59112970591125
143.969849246,3.3885039885106494e-08,0.9996593363981772,2.1805696914032704e-05,0.5912742392818706
144.472361809,2.5579256712759957e-08,0.9997168233804303,1.9894699152114468e-05,0.5914066056017818
144.974874372,1.9262037520562103e-08,0.9997651685837379,1.8151169077594884e-05,0.5915278243211826
145.477386935,1.4469397013883167e-08,0.999805723249413,1.6560432139020206e-05,0.5916388302481002
145.979899497,1.0842566067204018e-08,0.99983965699621,1.5109099449900564e-05,0.5917404804503318
146.48241206,8.104881876747072e-09,0.9998679791553832,1.3784955184343205e-05,0.5918335606150518
146.984924623,6.043573863578899e-09,0.9998915581052109,1.2576853829194082e-05,0.5919187909053295
147.487437186,4.495448790997614e-09,0.9999111387104727,1.1474626430914605e-05,0.591996831350527
147.989949749,3.3356765127834365e-09,0.9999273579811266,1.0468995050600446e-05,0.5920682868053118
148.492462312,2.469028204110657e-09,0.9999407590699138,9.551494709198076e-06,0.5921337115098255
148.994974874,1.8230515985706575e-09,0.9999518037312323,8.714402167658972e-06,0.5921936132814324
149.497487437,1.3427721157199812e-09,0.9999608833638427,7.950670943996837e-06,0.5922484573664207
150.0,9.865877004244794e-10,0.9999683287581669,7.253872021461814e-06,0.5922986699780824
